AUDIO_FILE,REACTION_TIME,FREQUENCY_R,ID,BLOCK_4,ORDER,LIST,CONDITION,ITEM,PICTURE,WORD_FRENCH,RESPONSE,CATEGORY,NEW_PIC,TYPE_OF_ERROR,NO_RESPONSE,SEM1,ERROR,CATEGORY_RESPONSE
sub10_PICTURE_277.wav,1696.8,LOW,sub10,3,127,3,Basic,299,PICTURE_277,perruque,perruque,accessoires,0,,0,0,0,0
sub04_PICTURE_581.wav,,LOW,sub04,3,127,1,Basic,13,PICTURE_581,asperge,no_response,nourriture,0,NONE,1,0,1,0
sub12_PICTURE_484.wav,764.6,LOW,sub12,3,128,5,Category,146,PICTURE_484,écureuil,écureuil,mammifères,0,,0,0,0,0
sub13_PICTURE_484.wav,790.4,LOW,sub13,3,128,5,Category,146,PICTURE_484,écureuil,écureuil,mammifères,0,,0,0,0,0
sub23_PICTURE_666.wav,1119.3,HIGH,sub23,3,128,1,Basic,57,PICTURE_666,café,café,nourriture,0,,0,0,0,0
sub06_PICTURE_666.wav,1385.5,HIGH,sub06,3,128,1,Basic,57,PICTURE_666,café,café,nourriture,0,,0,0,0,0
sub04_PICTURE_666.wav,1466.6,HIGH,sub04,3,128,1,Basic,57,PICTURE_666,café,café,nourriture,0,,0,0,0,0
sub01_PICTURE_666.wav,1886.6,HIGH,sub01,3,128,1,Basic,57,PICTURE_666,café,café,nourriture,0,,0,0,0,0
sub11_PICTURE_484.wav,945.1,LOW,sub11,3,128,5,Category,146,PICTURE_484,écureuil,écureuil,mammifères,0,,0,0,0,0
sub18_PICTURE_477.wav,1050.2,HIGH,sub18,3,128,6,Basic,18,PICTURE_477,avocat,avocat,fruits,0,,0,0,0,0
sub19_PICTURE_477.wav,1123.9,HIGH,sub19,3,128,6,Basic,18,PICTURE_477,avocat,avocat,fruits,0,,0,0,0,0
sub24_PICTURE_477.wav,1204.9,HIGH,sub24,3,128,6,Basic,18,PICTURE_477,avocat,avocat,fruits,0,,0,0,0,0
sub17_PICTURE_477.wav,1318,HIGH,sub17,3,128,6,Basic,18,PICTURE_477,avocat,avocat,fruits,0,,0,0,0,0
sub10_PICTURE_772.wav,1280.5,LOW,sub10,3,128,3,Basic,162,PICTURE_772,feutre,stabilo,papeterie,1,SYN,0,0,1,0
sub16_PICTURE_15.wav,748,HIGH,sub16,3,128,2,Category,219,PICTURE_15,lion,lion,mammifères,0,,0,0,0,0
sub02_PICTURE_15.wav,910.1,HIGH,sub02,3,128,1,Category,219,PICTURE_15,lion,lion,mammifères,0,,0,0,0,0
